fastq_name,syn_id,visit,donor_id,library_id
BRI-637R_S8_L001_I1_001.fastq.gz,syn26381049,V1,300-0464,BRI-637R
BRI-637R_S8_L002_I1_001.fastq.gz,syn26381050,V1,300-0464,BRI-637R
BRI-637R_S8_L002_R1_001.fastq.gz,syn26381051,V1,300-0464,BRI-637R
BRI-637R_S8_L001_R1_001.fastq.gz,syn26381052,V1,300-0464,BRI-637R
BRI-637R_S8_L001_R2_001.fastq.gz,syn26381057,V1,300-0464,BRI-637R
BRI-637R_S8_L002_R2_001.fastq.gz,syn26381056,V1,300-0464,BRI-637R
BRI-633R_S7_L001_I1_001.fastq.gz,syn26381044,V1,300-0464,BRI-633R
BRI-633R_S7_L002_I1_001.fastq.gz,syn26381045,V1,300-0464,BRI-633R
BRI-633R_S7_L001_R1_001.fastq.gz,syn26381048,V1,300-0464,BRI-633R
BRI-633R_S7_L002_R1_001.fastq.gz,syn26381047,V1,300-0464,BRI-633R
BRI-633R_S7_L001_R2_001.fastq.gz,syn26381055,V1,300-0464,BRI-633R
BRI-633R_S7_L002_R2_001.fastq.gz,syn26381054,V1,300-0464,BRI-633R
BRI-635_S16_L001_I1_001.fastq.gz,syn26380759,V0,300-0464,BRI-635
BRI-635_S16_L003_I1_001.fastq.gz,syn26380764,V0,300-0464,BRI-635
BRI-635_S16_L004_I1_001.fastq.gz,syn26380773,V0,300-0464,BRI-635
BRI-635_S16_L002_I1_001.fastq.gz,syn26380776,V0,300-0464,BRI-635
BRI-635_S16_L002_R1_001.fastq.gz,syn26380766,V0,300-0464,BRI-635
BRI-635_S16_L001_R1_001.fastq.gz,syn26380775,V0,300-0464,BRI-635
BRI-635_S16_L004_R1_001.fastq.gz,syn26380774,V0,300-0464,BRI-635
BRI-635_S16_L003_R1_001.fastq.gz,syn26380767,V0,300-0464,BRI-635
BRI-635_S16_L001_R2_001.fastq.gz,syn26380768,V0,300-0464,BRI-635
BRI-635_S16_L004_R2_001.fastq.gz,syn26380777,V0,300-0464,BRI-635
BRI-635_S16_L003_R2_001.fastq.gz,syn26380772,V0,300-0464,BRI-635
BRI-635_S16_L002_R2_001.fastq.gz,syn26380787,V0,300-0464,BRI-635
BRI-629_S6_L001_I1_001.fastq.gz,syn26381038,V0,300-0251,BRI-629
BRI-629_S6_L002_I1_001.fastq.gz,syn26381041,V0,300-0251,BRI-629
BRI-629_S6_L001_R1_001.fastq.gz,syn26381043,V0,300-0251,BRI-629
BRI-629_S6_L002_R1_001.fastq.gz,syn26381042,V0,300-0251,BRI-629
BRI-629_S6_L001_R2_001.fastq.gz,syn26381053,V0,300-0251,BRI-629
BRI-629_S6_L002_R2_001.fastq.gz,syn26381046,V0,300-0251,BRI-629
BRI-627_S14_L001_I1_001.fastq.gz,syn26380740,V1,300-0251,BRI-627
BRI-627_S14_L002_I1_001.fastq.gz,syn26380743,V1,300-0251,BRI-627
BRI-627_S14_L003_I1_001.fastq.gz,syn26380747,V1,300-0251,BRI-627
BRI-627_S14_L004_I1_001.fastq.gz,syn26380751,V1,300-0251,BRI-627
BRI-627_S14_L001_R1_001.fastq.gz,syn26380744,V1,300-0251,BRI-627
BRI-627_S14_L002_R1_001.fastq.gz,syn26380745,V1,300-0251,BRI-627
BRI-627_S14_L003_R1_001.fastq.gz,syn26380748,V1,300-0251,BRI-627
BRI-627_S14_L004_R1_001.fastq.gz,syn26380753,V1,300-0251,BRI-627
BRI-627_S14_L001_R2_001.fastq.gz,syn26380749,V1,300-0251,BRI-627
BRI-627_S14_L002_R2_001.fastq.gz,syn26380750,V1,300-0251,BRI-627
BRI-627_S14_L003_R2_001.fastq.gz,syn26380754,V1,300-0251,BRI-627
BRI-627_S14_L004_R2_001.fastq.gz,syn26380755,V1,300-0251,BRI-627
BRI-631_S15_L001_I1_001.fastq.gz,syn26380752,V0,300-0462,BRI-631
BRI-631_S15_L002_I1_001.fastq.gz,syn26380756,V0,300-0462,BRI-631
BRI-631_S15_L003_I1_001.fastq.gz,syn26380758,V0,300-0462,BRI-631
BRI-631_S15_L004_I1_001.fastq.gz,syn26380761,V0,300-0462,BRI-631
BRI-631_S15_L001_R1_001.fastq.gz,syn26380757,V0,300-0462,BRI-631
BRI-631_S15_L002_R1_001.fastq.gz,syn26380760,V0,300-0462,BRI-631
BRI-631_S15_L003_R1_001.fastq.gz,syn26380762,V0,300-0462,BRI-631
BRI-631_S15_L004_R1_001.fastq.gz,syn26380765,V0,300-0462,BRI-631
BRI-631_S15_L001_R2_001.fastq.gz,syn26380763,V0,300-0462,BRI-631
BRI-631_S15_L002_R2_001.fastq.gz,syn26380769,V0,300-0462,BRI-631
BRI-631_S15_L003_R2_001.fastq.gz,syn26380770,V0,300-0462,BRI-631
BRI-631_S15_L004_R2_001.fastq.gz,syn26380771,V0,300-0462,BRI-631
BRI-625_S13_L001_I1_001.fastq.gz,syn26380725,V0,300-1880,BRI-625
BRI-625_S13_L002_I1_001.fastq.gz,syn26380726,V0,300-1880,BRI-625
BRI-625_S13_L003_I1_001.fastq.gz,syn26380736,V0,300-1880,BRI-625
BRI-625_S13_L001_R1_001.fastq.gz,syn26380728,V0,300-1880,BRI-625
BRI-625_S13_L004_I1_001.fastq.gz,syn26380738,V0,300-1880,BRI-625
BRI-625_S13_L002_R1_001.fastq.gz,syn26380729,V0,300-1880,BRI-625
BRI-625_S13_L003_R1_001.fastq.gz,syn26380739,V0,300-1880,BRI-625
BRI-625_S13_L004_R1_001.fastq.gz,syn26380742,V0,300-1880,BRI-625
BRI-625_S13_L001_R2_001.fastq.gz,syn26380735,V0,300-1880,BRI-625
BRI-625_S13_L002_R2_001.fastq.gz,syn26380737,V0,300-1880,BRI-625
BRI-625_S13_L003_R2_001.fastq.gz,syn26380741,V0,300-1880,BRI-625
BRI-625_S13_L004_R2_001.fastq.gz,syn26380746,V0,300-1880,BRI-625
BRI-621_S5_L001_I1_001.fastq.gz,syn26381027,V0,300-0469,BRI-621
BRI-621_S5_L002_I1_001.fastq.gz,syn26381030,V0,300-0469,BRI-621
BRI-621_S5_L001_R1_001.fastq.gz,syn26381036,V0,300-0469,BRI-621
BRI-621_S5_L002_R1_001.fastq.gz,syn26381037,V0,300-0469,BRI-621
BRI-621_S5_L001_R2_001.fastq.gz,syn26381039,V0,300-0469,BRI-621
BRI-621_S5_L002_R2_001.fastq.gz,syn26381040,V0,300-0469,BRI-621
BRI-623_S12_L001_I1_001.fastq.gz,syn26380714,V0,300-1879,BRI-623
BRI-623_S12_L002_I1_001.fastq.gz,syn26380718,V0,300-1879,BRI-623
BRI-623_S12_L003_I1_001.fastq.gz,syn26380717,V0,300-1879,BRI-623
BRI-623_S12_L001_R1_001.fastq.gz,syn26380716,V0,300-1879,BRI-623
BRI-623_S12_L004_I1_001.fastq.gz,syn26380720,V0,300-1879,BRI-623
BRI-623_S12_L002_R1_001.fastq.gz,syn26380719,V0,300-1879,BRI-623
BRI-623_S12_L003_R1_001.fastq.gz,syn26380721,V0,300-1879,BRI-623
BRI-623_S12_L004_R1_001.fastq.gz,syn26380727,V0,300-1879,BRI-623
BRI-623_S12_L001_R2_001.fastq.gz,syn26380724,V0,300-1879,BRI-623
BRI-623_S12_L002_R2_001.fastq.gz,syn26380723,V0,300-1879,BRI-623
BRI-623_S12_L003_R2_001.fastq.gz,syn26380730,V0,300-1879,BRI-623
BRI-623_S12_L004_R2_001.fastq.gz,syn26380734,V0,300-1879,BRI-623
BRI-619_S11_L001_I1_001.fastq.gz,syn26380700,V0,300-0418,BRI-619
BRI-619_S11_L002_I1_001.fastq.gz,syn26380702,V0,300-0418,BRI-619
BRI-619_S11_L003_I1_001.fastq.gz,syn26380708,V0,300-0418,BRI-619
BRI-619_S11_L004_I1_001.fastq.gz,syn26380709,V0,300-0418,BRI-619
BRI-619_S11_L001_R1_001.fastq.gz,syn26380704,V0,300-0418,BRI-619
BRI-619_S11_L002_R1_001.fastq.gz,syn26380706,V0,300-0418,BRI-619
BRI-619_S11_L003_R1_001.fastq.gz,syn26380710,V0,300-0418,BRI-619
BRI-619_S11_L004_R1_001.fastq.gz,syn26380713,V0,300-0418,BRI-619
BRI-619_S11_L001_R2_001.fastq.gz,syn26380707,V0,300-0418,BRI-619
BRI-619_S11_L002_R2_001.fastq.gz,syn26380711,V0,300-0418,BRI-619
BRI-619_S11_L003_R2_001.fastq.gz,syn26380712,V0,300-0418,BRI-619
BRI-619_S11_L004_R2_001.fastq.gz,syn26380715,V0,300-0418,BRI-619
BRI-617_S10_L001_I1_001.fastq.gz,syn26380689,V0,300-0417,BRI-617
BRI-617_S10_L002_I1_001.fastq.gz,syn26380691,V0,300-0417,BRI-617
BRI-617_S10_L003_I1_001.fastq.gz,syn26380695,V0,300-0417,BRI-617
BRI-617_S10_L004_I1_001.fastq.gz,syn26380698,V0,300-0417,BRI-617
BRI-617_S10_L001_R1_001.fastq.gz,syn26380690,V0,300-0417,BRI-617
BRI-617_S10_L002_R1_001.fastq.gz,syn26380696,V0,300-0417,BRI-617
BRI-617_S10_L003_R1_001.fastq.gz,syn26380697,V0,300-0417,BRI-617
BRI-617_S10_L004_R1_001.fastq.gz,syn26380701,V0,300-0417,BRI-617
BRI-617_S10_L001_R2_001.fastq.gz,syn26380694,V0,300-0417,BRI-617
BRI-617_S10_L002_R2_001.fastq.gz,syn26380699,V0,300-0417,BRI-617
BRI-617_S10_L003_R2_001.fastq.gz,syn26380703,V0,300-0417,BRI-617
BRI-617_S10_L004_R2_001.fastq.gz,syn26380705,V0,300-0417,BRI-617
BRI-615_S9_L001_I1_001.fastq.gz,syn26380668,V0,300-0415,BRI-615
BRI-615_S9_L002_I1_001.fastq.gz,syn26380674,V0,300-0415,BRI-615
BRI-615_S9_L003_I1_001.fastq.gz,syn26380678,V0,300-0415,BRI-615
BRI-615_S9_L004_I1_001.fastq.gz,syn26380686,V0,300-0415,BRI-615
BRI-615_S9_L001_R1_001.fastq.gz,syn26380670,V0,300-0415,BRI-615
BRI-615_S9_L002_R1_001.fastq.gz,syn26380679,V0,300-0415,BRI-615
BRI-615_S9_L003_R1_001.fastq.gz,syn26380682,V0,300-0415,BRI-615
BRI-615_S9_L004_R1_001.fastq.gz,syn26380687,V0,300-0415,BRI-615
BRI-615_S9_L001_R2_001.fastq.gz,syn26380681,V0,300-0415,BRI-615
BRI-615_S9_L002_R2_001.fastq.gz,syn26380685,V0,300-0415,BRI-615
BRI-615_S9_L003_R2_001.fastq.gz,syn26380688,V0,300-0415,BRI-615
BRI-615_S9_L004_R2_001.fastq.gz,syn26380693,V0,300-0415,BRI-615
BRI-611_S4_L001_I1_001.fastq.gz,syn26381023,V0,300-0151,BRI-611
BRI-611_S4_L002_I1_001.fastq.gz,syn26381024,V0,300-0151,BRI-611
BRI-611_S4_L001_R1_001.fastq.gz,syn26381029,V0,300-0151,BRI-611
BRI-611_S4_L002_R1_001.fastq.gz,syn26381028,V0,300-0151,BRI-611
BRI-611_S4_L001_R2_001.fastq.gz,syn26381035,V0,300-0151,BRI-611
BRI-611_S4_L002_R2_001.fastq.gz,syn26381031,V0,300-0151,BRI-611
BRI-613_S8_L001_I1_001.fastq.gz,syn26380655,V0,300-0235,BRI-613
BRI-613_S8_L002_I1_001.fastq.gz,syn26380657,V0,300-0235,BRI-613
BRI-613_S8_L003_I1_001.fastq.gz,syn26380659,V0,300-0235,BRI-613
BRI-613_S8_L004_I1_001.fastq.gz,syn26380665,V0,300-0235,BRI-613
BRI-613_S8_L001_R1_001.fastq.gz,syn26380658,V0,300-0235,BRI-613
BRI-613_S8_L002_R1_001.fastq.gz,syn26380663,V0,300-0235,BRI-613
BRI-613_S8_L003_R1_001.fastq.gz,syn26380666,V0,300-0235,BRI-613
BRI-613_S8_L004_R1_001.fastq.gz,syn26380669,V0,300-0235,BRI-613
BRI-613_S8_L001_R2_001.fastq.gz,syn26380664,V0,300-0235,BRI-613
BRI-613_S8_L002_R2_001.fastq.gz,syn26380667,V0,300-0235,BRI-613
BRI-613_S8_L003_R2_001.fastq.gz,syn26380673,V0,300-0235,BRI-613
BRI-613_S8_L004_R2_001.fastq.gz,syn26380676,V0,300-0235,BRI-613
BRI-609_S7_L001_I1_001.fastq.gz,syn26380647,V0,301-1469,BRI-609
BRI-609_S7_L002_I1_001.fastq.gz,syn26380651,V0,301-1469,BRI-609
BRI-609_S7_L003_I1_001.fastq.gz,syn26380652,V0,301-1469,BRI-609
BRI-609_S7_L004_I1_001.fastq.gz,syn26380643,V0,301-1469,BRI-609
BRI-609_S7_L001_R1_001.fastq.gz,syn26380649,V0,301-1469,BRI-609
BRI-609_S7_L002_R1_001.fastq.gz,syn26380653,V0,301-1469,BRI-609
BRI-609_S7_L003_R1_001.fastq.gz,syn26380654,V0,301-1469,BRI-609
BRI-609_S7_L004_R1_001.fastq.gz,syn26380648,V0,301-1469,BRI-609
BRI-609_S7_L001_R2_001.fastq.gz,syn26380650,V0,301-1469,BRI-609
BRI-609_S7_L002_R2_001.fastq.gz,syn26380656,V0,301-1469,BRI-609
BRI-609_S7_L003_R2_001.fastq.gz,syn26380645,V0,301-1469,BRI-609
BRI-609_S7_L004_R2_001.fastq.gz,syn26380646,V0,301-1469,BRI-609
BRI-607_S6_L001_I1_001.fastq.gz,syn26380629,V0,300-0411,BRI-607
BRI-607_S6_L002_I1_001.fastq.gz,syn26380630,V0,300-0411,BRI-607
BRI-607_S6_L003_I1_001.fastq.gz,syn26380633,V0,300-0411,BRI-607
BRI-607_S6_L001_R1_001.fastq.gz,syn26380635,V0,300-0411,BRI-607
BRI-607_S6_L004_I1_001.fastq.gz,syn26380627,V0,300-0411,BRI-607
BRI-607_S6_L002_R1_001.fastq.gz,syn26380636,V0,300-0411,BRI-607
BRI-607_S6_L003_R1_001.fastq.gz,syn26380639,V0,300-0411,BRI-607
BRI-607_S6_L004_R1_001.fastq.gz,syn26380631,V0,300-0411,BRI-607
BRI-607_S6_L001_R2_001.fastq.gz,syn26380641,V0,300-0411,BRI-607
BRI-607_S6_L002_R2_001.fastq.gz,syn26380642,V0,300-0411,BRI-607
BRI-607_S6_L003_R2_001.fastq.gz,syn26380644,V0,300-0411,BRI-607
BRI-607_S6_L004_R2_001.fastq.gz,syn26380638,V0,300-0411,BRI-607
BRI-603_S3_L001_I1_001.fastq.gz,syn26381017,V0,300-2657,BRI-603
BRI-603_S3_L002_I1_001.fastq.gz,syn26381019,V0,300-2657,BRI-603
BRI-603_S3_L001_R1_001.fastq.gz,syn26381022,V0,300-2657,BRI-603
BRI-603_S3_L002_R1_001.fastq.gz,syn26381020,V0,300-2657,BRI-603
BRI-603_S3_L001_R2_001.fastq.gz,syn26381025,V0,300-2657,BRI-603
BRI-603_S3_L002_R2_001.fastq.gz,syn26381026,V0,300-2657,BRI-603
BRI-605_S5_L001_I1_001.fastq.gz,syn26380619,V0,300-1883,BRI-605
BRI-605_S5_L002_I1_001.fastq.gz,syn26380625,V0,300-1883,BRI-605
BRI-605_S5_L003_I1_001.fastq.gz,syn26380628,V0,300-1883,BRI-605
BRI-605_S5_L004_I1_001.fastq.gz,syn26380616,V0,300-1883,BRI-605
BRI-605_S5_L001_R1_001.fastq.gz,syn26380622,V0,300-1883,BRI-605
BRI-605_S5_L002_R1_001.fastq.gz,syn26380626,V0,300-1883,BRI-605
BRI-605_S5_L003_R1_001.fastq.gz,syn26380632,V0,300-1883,BRI-605
BRI-605_S5_L004_R1_001.fastq.gz,syn26380621,V0,300-1883,BRI-605
BRI-605_S5_L001_R2_001.fastq.gz,syn26380624,V0,300-1883,BRI-605
BRI-605_S5_L002_R2_001.fastq.gz,syn26380634,V0,300-1883,BRI-605
BRI-605_S5_L003_R2_001.fastq.gz,syn26380637,V0,300-1883,BRI-605
BRI-605_S5_L004_R2_001.fastq.gz,syn26380623,V0,300-1883,BRI-605
BRI-589_S2_L001_I1_001.fastq.gz,syn26381014,V0,300-0145,BRI-589
BRI-589_S2_L002_I1_001.fastq.gz,syn26381013,V0,300-0145,BRI-589
BRI-589_S2_L001_R1_001.fastq.gz,syn26381015,V0,300-0145,BRI-589
BRI-589_S2_L002_R1_001.fastq.gz,syn26381016,V0,300-0145,BRI-589
BRI-589_S2_L001_R2_001.fastq.gz,syn26381021,V0,300-0145,BRI-589
BRI-589_S2_L002_R2_001.fastq.gz,syn26381018,V0,300-0145,BRI-589
BRI-601_S4_L001_I1_001.fastq.gz,syn26380607,V0,300-0506,BRI-601
BRI-601_S4_L002_I1_001.fastq.gz,syn26380608,V0,300-0506,BRI-601
BRI-601_S4_L003_I1_001.fastq.gz,syn26380610,V0,300-0506,BRI-601
BRI-601_S4_L004_I1_001.fastq.gz,syn26380606,V0,300-0506,BRI-601
BRI-601_S4_L001_R1_001.fastq.gz,syn26380612,V0,300-0506,BRI-601
BRI-601_S4_L002_R1_001.fastq.gz,syn26380613,V0,300-0506,BRI-601
BRI-601_S4_L003_R1_001.fastq.gz,syn26380614,V0,300-0506,BRI-601
BRI-601_S4_L004_R1_001.fastq.gz,syn26380611,V0,300-0506,BRI-601
BRI-601_S4_L001_R2_001.fastq.gz,syn26380617,V0,300-0506,BRI-601
BRI-601_S4_L002_R2_001.fastq.gz,syn26380618,V0,300-0506,BRI-601
BRI-601_S4_L003_R2_001.fastq.gz,syn26380620,V0,300-0506,BRI-601
BRI-601_S4_L004_R2_001.fastq.gz,syn26380615,V0,300-0506,BRI-601
BRI-587_S3_L001_I1_001.fastq.gz,syn26380588,V0,301-0169,BRI-587
BRI-587_S3_L002_I1_001.fastq.gz,syn26380600,V0,301-0169,BRI-587
BRI-587_S3_L003_I1_001.fastq.gz,syn26380604,V0,301-0169,BRI-587
BRI-587_S3_L004_I1_001.fastq.gz,syn26380584,V0,301-0169,BRI-587
BRI-587_S3_L001_R1_001.fastq.gz,syn26380594,V0,301-0169,BRI-587
BRI-587_S3_L002_R1_001.fastq.gz,syn26380601,V0,301-0169,BRI-587
BRI-587_S3_L003_R1_001.fastq.gz,syn26380605,V0,301-0169,BRI-587
BRI-587_S3_L004_R1_001.fastq.gz,syn26380590,V0,301-0169,BRI-587
BRI-587_S3_L001_R2_001.fastq.gz,syn26380603,V0,301-0169,BRI-587
BRI-587_S3_L002_R2_001.fastq.gz,syn26380602,V0,301-0169,BRI-587
BRI-587_S3_L003_R2_001.fastq.gz,syn26380609,V0,301-0169,BRI-587
BRI-587_S3_L004_R2_001.fastq.gz,syn26380599,V0,301-0169,BRI-587
BRI-581_S1_L001_I1_001.fastq.gz,syn26381005,V0,300-2601,BRI-581
BRI-581_S1_L002_I1_001.fastq.gz,syn26381004,V0,300-2601,BRI-581
BRI-581_S1_L001_R1_001.fastq.gz,syn26381007,V0,300-2601,BRI-581
BRI-581_S1_L002_R1_001.fastq.gz,syn26381010,V0,300-2601,BRI-581
BRI-581_S1_L001_R2_001.fastq.gz,syn26381012,V0,300-2601,BRI-581
BRI-581_S1_L002_R2_001.fastq.gz,syn26381011,V0,300-2601,BRI-581
BRI-585_S2_L001_I1_001.fastq.gz,syn26380582,V1,300-0507,BRI-585
BRI-585_S2_L002_I1_001.fastq.gz,syn26380581,V1,300-0507,BRI-585
BRI-585_S2_L003_I1_001.fastq.gz,syn26380583,V1,300-0507,BRI-585
BRI-585_S2_L001_R1_001.fastq.gz,syn26380585,V1,300-0507,BRI-585
BRI-585_S2_L004_I1_001.fastq.gz,syn26380579,V1,300-0507,BRI-585
BRI-585_S2_L002_R1_001.fastq.gz,syn26380587,V1,300-0507,BRI-585
BRI-585_S2_L003_R1_001.fastq.gz,syn26380589,V1,300-0507,BRI-585
BRI-585_S2_L004_R1_001.fastq.gz,syn26380580,V1,300-0507,BRI-585
BRI-585_S2_L001_R2_001.fastq.gz,syn26380592,V0,300-0145,BRI-585
BRI-585_S2_L002_R2_001.fastq.gz,syn26380593,V0,300-0145,BRI-585
BRI-585_S2_L003_R2_001.fastq.gz,syn26380595,V0,300-0145,BRI-585
BRI-585_S2_L004_R2_001.fastq.gz,syn26380591,V0,300-0145,BRI-585
BRI-583_S1_L001_I1_001.fastq.gz,syn26380564,V0,300-0410,BRI-583
BRI-583_S1_L002_I1_001.fastq.gz,syn26380566,V0,300-0410,BRI-583
BRI-583_S1_L003_I1_001.fastq.gz,syn26380573,V0,300-0410,BRI-583
BRI-583_S1_L004_I1_001.fastq.gz,syn26380562,V0,300-0410,BRI-583
BRI-583_S1_L001_R1_001.fastq.gz,syn26380567,V0,300-0410,BRI-583
BRI-583_S1_L002_R1_001.fastq.gz,syn26380570,V0,300-0410,BRI-583
BRI-583_S1_L003_R1_001.fastq.gz,syn26380576,V0,300-0410,BRI-583
BRI-583_S1_L004_R1_001.fastq.gz,syn26380565,V0,300-0410,BRI-583
BRI-583_S1_L001_R2_001.fastq.gz,syn26380575,V0,300-0410,BRI-583
BRI-583_S1_L002_R2_001.fastq.gz,syn26380577,V0,300-0410,BRI-583
BRI-583_S1_L003_R2_001.fastq.gz,syn26380578,V0,300-0410,BRI-583
BRI-583_S1_L004_R2_001.fastq.gz,syn26380572,V0,300-0410,BRI-583
BRI-564_S24_L002_I1_001.fastq.gz,syn26380544,V0,300-2658,BRI-564
BRI-564_S24_L003_I1_001.fastq.gz,syn26380547,V0,300-2658,BRI-564
BRI-564_S24_L004_I1_001.fastq.gz,syn26380548,V0,300-2658,BRI-564
BRI-564_S24_L002_R1_001.fastq.gz,syn26380549,V0,300-2658,BRI-564
BRI-564_S24_L003_R1_001.fastq.gz,syn26380551,V0,300-2658,BRI-564
BRI-564_S24_L004_R1_001.fastq.gz,syn26380552,V0,300-2658,BRI-564
BRI-564_S24_L002_R2_001.fastq.gz,syn26380555,V0,300-2658,BRI-564
BRI-564_S24_L003_R2_001.fastq.gz,syn26380556,V0,300-2658,BRI-564
BRI-564_S24_L004_R2_001.fastq.gz,syn26380557,V0,300-2658,BRI-564
BRI-570_S25_L002_I1_001.fastq.gz,syn26380553,V0,300-0176,BRI-570
BRI-570_S25_L003_I1_001.fastq.gz,syn26380560,V0,300-0176,BRI-570
BRI-570_S25_L004_I1_001.fastq.gz,syn26380561,V0,300-0176,BRI-570
BRI-570_S25_L002_R1_001.fastq.gz,syn26380559,V0,300-0176,BRI-570
BRI-570_S25_L003_R1_001.fastq.gz,syn26380563,V0,300-0176,BRI-570
BRI-570_S25_L004_R1_001.fastq.gz,syn26380568,V0,300-0176,BRI-570
BRI-570_S25_L002_R2_001.fastq.gz,syn26380569,V0,300-0176,BRI-570
BRI-570_S25_L003_R2_001.fastq.gz,syn26380571,V0,300-0176,BRI-570
BRI-570_S25_L004_R2_001.fastq.gz,syn26380574,V0,300-0176,BRI-570
BRI-562_S23_L002_I1_001.fastq.gz,syn26380532,V0,300-0532,BRI-562
BRI-562_S23_L003_I1_001.fastq.gz,syn26380541,V0,300-0532,BRI-562
BRI-562_S23_L004_I1_001.fastq.gz,syn26380546,V0,300-0532,BRI-562
BRI-562_S23_L002_R1_001.fastq.gz,syn26380540,V0,300-0532,BRI-562
BRI-562_S23_L003_R1_001.fastq.gz,syn26380545,V0,300-0532,BRI-562
BRI-562_S23_L004_R1_001.fastq.gz,syn26380554,V0,300-0532,BRI-562
BRI-562_S23_L002_R2_001.fastq.gz,syn26380543,V0,300-0532,BRI-562
BRI-562_S23_L003_R2_001.fastq.gz,syn26380550,V0,300-0532,BRI-562
BRI-562_S23_L004_R2_001.fastq.gz,syn26380558,V0,300-0532,BRI-562
BRI-560_S22_L002_I1_001.fastq.gz,syn26380519,V0,300-0149,BRI-560
BRI-560_S22_L003_I1_001.fastq.gz,syn26380521,V0,300-0149,BRI-560
BRI-560_S22_L004_I1_001.fastq.gz,syn26380529,V0,300-0149,BRI-560
BRI-560_S22_L002_R1_001.fastq.gz,syn26380524,V0,300-0149,BRI-560
BRI-560_S22_L003_R1_001.fastq.gz,syn26380527,V0,300-0149,BRI-560
BRI-560_S22_L004_R1_001.fastq.gz,syn26380534,V0,300-0149,BRI-560
BRI-560_S22_L002_R2_001.fastq.gz,syn26380530,V0,300-0149,BRI-560
BRI-560_S22_L003_R2_001.fastq.gz,syn26380531,V0,300-0149,BRI-560
BRI-560_S22_L004_R2_001.fastq.gz,syn26380542,V0,300-0149,BRI-560
BRI-554_S20_L002_I1_001.fastq.gz,syn26380507,V0,300-0529,BRI-554
BRI-554_S20_L002_R1_001.fastq.gz,syn26380509,V0,300-0529,BRI-554
BRI-554_S20_L003_I1_001.fastq.gz,syn26380511,V0,300-0529,BRI-554
BRI-554_S20_L004_I1_001.fastq.gz,syn26380514,V0,300-0529,BRI-554
BRI-554_S20_L003_R1_001.fastq.gz,syn26380512,V0,300-0529,BRI-554
BRI-554_S20_L004_R1_001.fastq.gz,syn26380515,V0,300-0529,BRI-554
BRI-554_S20_L002_R2_001.fastq.gz,syn26380510,V0,300-0529,BRI-554
BRI-554_S20_L003_R2_001.fastq.gz,syn26380513,V0,300-0529,BRI-554
BRI-554_S20_L004_R2_001.fastq.gz,syn26380517,V0,300-0529,BRI-554
BRI-558_S21_L002_I1_001.fastq.gz,syn26380516,V0,300-2668,BRI-558
BRI-558_S21_L003_I1_001.fastq.gz,syn26380518,V0,300-2668,BRI-558
BRI-558_S21_L004_I1_001.fastq.gz,syn26380520,V0,300-2668,BRI-558
BRI-558_S21_L002_R1_001.fastq.gz,syn26380525,V0,300-2668,BRI-558
BRI-558_S21_L003_R1_001.fastq.gz,syn26380526,V0,300-2668,BRI-558
BRI-558_S21_L004_R1_001.fastq.gz,syn26380528,V0,300-2668,BRI-558
BRI-558_S21_L002_R2_001.fastq.gz,syn26380535,V0,300-2668,BRI-558
BRI-558_S21_L003_R2_001.fastq.gz,syn26380533,V0,300-2668,BRI-558
BRI-558_S21_L004_R2_001.fastq.gz,syn26380539,V0,300-2668,BRI-558
BRI-552_S19_L002_I1_001.fastq.gz,syn26380492,V0,300-0183,BRI-552
BRI-552_S19_L003_I1_001.fastq.gz,syn26380499,V0,300-0183,BRI-552
BRI-552_S19_L004_I1_001.fastq.gz,syn26380505,V0,300-0183,BRI-552
BRI-552_S19_L002_R1_001.fastq.gz,syn26380497,V0,300-0183,BRI-552
BRI-552_S19_L003_R1_001.fastq.gz,syn26380503,V0,300-0183,BRI-552
BRI-552_S19_L004_R1_001.fastq.gz,syn26380506,V0,300-0183,BRI-552
BRI-552_S19_L002_R2_001.fastq.gz,syn26380502,V0,300-0183,BRI-552
BRI-552_S19_L003_R2_001.fastq.gz,syn26380504,V0,300-0183,BRI-552
BRI-552_S19_L004_R2_001.fastq.gz,syn26380508,V0,300-0183,BRI-552
BRI-544_S15_L002_I1_001.fastq.gz,syn26380464,V0,300-2651,BRI-544
BRI-544_S15_L002_R1_001.fastq.gz,syn26380467,V0,300-2651,BRI-544
BRI-544_S15_L003_I1_001.fastq.gz,syn26380466,V0,300-2651,BRI-544
BRI-544_S15_L004_I1_001.fastq.gz,syn26380472,V0,300-2651,BRI-544
BRI-544_S15_L003_R1_001.fastq.gz,syn26380473,V0,300-2651,BRI-544
BRI-544_S15_L002_R2_001.fastq.gz,syn26380474,V0,300-2651,BRI-544
BRI-544_S15_L004_R1_001.fastq.gz,syn26380476,V0,300-2651,BRI-544
